column,nominal_position_mm,green_median,green_std
2.240000000000000000e+02,9.161517241379309340e+00,1.054600000000000000e+04,5.773573905475697075e+02
2.250000000000000000e+02,9.196551724137931316e+00,1.053000000000000000e+04,6.306616727700176170e+02
2.260000000000000000e+02,9.231586206896551516e+00,1.049800000000000000e+04,6.054952166730454337e+02
2.270000000000000000e+02,9.266620689655171716e+00,1.043400000000000000e+04,6.053244415546074606e+02
2.280000000000000000e+02,9.301655172413793693e+00,1.049000000000000000e+04,6.250697145913484292e+02
2.290000000000000000e+02,9.336689655172413893e+00,1.046600000000000000e+04,6.149117329756719528e+02
2.300000000000000000e+02,9.371724137931034093e+00,1.051400000000000000e+04,5.859376168460081544e+02
2.310000000000000000e+02,9.406758620689654293e+00,1.046600000000000000e+04,5.952692127605455426e+02
2.320000000000000000e+02,9.441793103448274493e+00,1.056200000000000000e+04,5.921974990714097657e+02
2.330000000000000000e+02,9.476827586206896470e+00,1.053000000000000000e+04,5.494001735251408718e+02
2.340000000000000000e+02,9.511862068965516670e+00,1.056200000000000000e+04,5.445545180309250100e+02
2.350000000000000000e+02,9.546896551724138646e+00,1.061800000000000000e+04,5.691487505391862669e+02
2.360000000000000000e+02,9.581931034482758847e+00,1.053000000000000000e+04,5.147987119900440121e+02
2.370000000000000000e+02,9.616965517241379047e+00,1.054600000000000000e+04,5.610621563028734045e+02
2.380000000000000000e+02,9.651999999999999247e+00,1.051400000000000000e+04,5.888424242164438738e+02
2.390000000000000000e+02,9.687034482758619447e+00,1.053000000000000000e+04,5.320984237539195192e+02
2.400000000000000000e+02,9.722068965517241423e+00,1.049800000000000000e+04,5.545846727147032880e+02
2.410000000000000000e+02,9.757103448275861624e+00,1.050600000000000000e+04,5.703833324237366469e+02
2.420000000000000000e+02,9.792137931034481824e+00,1.040200000000000000e+04,5.443204563410681658e+02
2.430000000000000000e+02,9.827172413793103800e+00,1.048200000000000000e+04,6.005912744229266309e+02
2.440000000000000000e+02,9.862206896551724000e+00,1.045000000000000000e+04,5.571818762371410685e+02
2.450000000000000000e+02,9.897241379310344200e+00,1.048200000000000000e+04,5.720390952606850306e+02
2.460000000000000000e+02,9.932275862068964400e+00,1.042600000000000000e+04,5.636569864196019353e+02
2.470000000000000000e+02,9.967310344827584601e+00,1.053000000000000000e+04,5.501046448196716483e+02
2.480000000000000000e+02,1.000234482758620658e+01,1.036200000000000000e+04,5.470227726858900041e+02
2.490000000000000000e+02,1.003737931034482678e+01,1.048200000000000000e+04,6.030214903565547502e+02
2.500000000000000000e+02,1.007241379310344875e+01,1.043400000000000000e+04,5.429585451702116643e+02
2.510000000000000000e+02,1.010744827586206895e+01,1.045800000000000000e+04,5.659990675105131004e+02
2.520000000000000000e+02,1.014248275862068915e+01,1.038600000000000000e+04,5.582823233126133573e+02
2.530000000000000000e+02,1.017751724137930935e+01,1.041800000000000000e+04,5.554706436023400329e+02
2.540000000000000000e+02,1.021255172413792955e+01,1.041800000000000000e+04,5.885806280755112994e+02
2.550000000000000000e+02,1.024758620689655153e+01,1.055400000000000000e+04,5.514894666759274742e+02
2.560000000000000000e+02,1.028262068965517173e+01,1.054600000000000000e+04,5.283808088102194915e+02
2.570000000000000000e+02,1.031765517241379193e+01,1.062600000000000000e+04,5.791454902428548621e+02
2.580000000000000000e+02,1.035268965517241391e+01,1.056200000000000000e+04,5.150799915711999120e+02
2.590000000000000000e+02,1.038772413793103411e+01,1.061800000000000000e+04,5.605203196882641805e+02
2.600000000000000000e+02,1.042275862068965431e+01,1.072200000000000000e+04,5.771250217424845914e+02
2.610000000000000000e+02,1.045779310344827451e+01,1.056200000000000000e+04,5.430711569314856888e+02
2.620000000000000000e+02,1.049282758620689471e+01,1.072200000000000000e+04,5.453316797406969272e+02
2.630000000000000000e+02,1.052786206896551668e+01,1.070600000000000000e+04,4.999733886757521191e+02
2.640000000000000000e+02,1.056289655172413688e+01,1.081000000000000000e+04,5.040149719527163938e+02
2.650000000000000000e+02,1.059793103448275886e+01,1.085000000000000000e+04,4.808256653959078903e+02
2.660000000000000000e+02,1.063296551724137906e+01,1.082600000000000000e+04,4.935194530986070163e+02
2.670000000000000000e+02,1.066799999999999926e+01,1.084200000000000000e+04,4.861386678225013043e+02
2.680000000000000000e+02,1.070303448275862124e+01,1.068200000000000000e+04,4.838798314763408825e+02
2.690000000000000000e+02,1.073806896551724144e+01,1.083400000000000000e+04,5.182053290177337885e+02
2.700000000000000000e+02,1.077310344827586164e+01,1.078600000000000000e+04,5.371122815729013382e+02
2.710000000000000000e+02,1.080813793103448184e+01,1.075400000000000000e+04,5.394212624067633897e+02
2.720000000000000000e+02,1.084317241379310204e+01,1.078600000000000000e+04,5.158730137586155706e+02
2.730000000000000000e+02,1.087820689655172401e+01,1.078600000000000000e+04,5.110981927850500028e+02
2.740000000000000000e+02,1.091324137931034421e+01,1.073800000000000000e+04,5.380269081587016444e+02
2.750000000000000000e+02,1.094827586206896619e+01,1.075400000000000000e+04,5.258667521494373887e+02
2.760000000000000000e+02,1.098331034482758639e+01,1.072200000000000000e+04,5.679993617672557775e+02
2.770000000000000000e+02,1.101834482758620659e+01,1.069000000000000000e+04,5.345349604276160562e+02
